Knowledge ID	Chinese Question	English Question	Chinese Answer	English Answer	Chinese Explanation	English Explanation	Category	Subcategory	Era	Region	Difficulty	Source	Source Date	Fact Checked	Tags
cult-gift-042	送礼时为什么常重视包装和双手递送？	Why are presentation and offering with both hands often valued when giving a gift?	它们表达尊重和认真对待关系。	They express respect and care for the relationship.	具体礼仪随场合、年龄和亲疏关系而变化，不宜机械套用。	Exact etiquette varies by occasion, age, and closeness and should not be applied mechanically.	culture	etiquette	contemporary	china	foundation	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::qualification
cult-face-043	“面子”在社会交往中大致指什么？	What does mianzi broadly mean in social interaction?	个人在他人眼中的尊严、声誉和社会评价。	A person's dignity, reputation, and social standing in the eyes of others.	公开批评、互相给面子和关系维护都可能受此影响，但不能用它解释所有行为。	Public criticism, reciprocal respect, and relationship maintenance may be affected, but the concept cannot explain all behaviour.	culture	social_concepts	contemporary	china	intermediate	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::qualification
cult-guanxi-044	“关系”在中文社会语境中通常不只是指什么？	In Chinese social contexts, what does guanxi mean beyond a simple “relationship”?	它还可指长期互信、义务和互惠形成的人际网络。	It can also mean interpersonal networks built through long-term trust, obligation, and reciprocity.	关系可能帮助合作，也可能引发偏袒或利益冲突，因此需要具体分析。	Guanxi can facilitate cooperation but can also create favouritism or conflicts of interest, so context matters.	culture	social_concepts	contemporary	china	intermediate	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::significance
cult-diversity-045	描述中国习俗时最重要的方法提醒是什么？	What is the most important methodological caution when describing Chinese customs?	避免把地区或家庭习惯说成所有中国人都一致遵守。	Avoid presenting a regional or family practice as something all Chinese people follow uniformly.	中国地域广、人口多，习俗会随地方、民族、代际、宗教和城市化程度而变化。	China is vast and populous, and customs vary by locality, ethnicity, generation, religion, and degree of urbanization.	culture	cultural_diversity	contemporary	china	foundation	UNESCO_ICH_CHINA;NBS_CENSUS_2020	2026-08-06	2026-08-06	qtype::qualification
lang-standard-001	“普通话”是什么？	What is Putonghua?	中国的国家通用语言。	China's standard spoken language.	普通话以北京语音为标准音，以北方话为基础方言，并以典范的现代白话文著作为语法规范。	Putonghua uses Beijing pronunciation as its standard, Northern Mandarin as its dialectal base, and exemplary modern vernacular writing as its grammatical norm.	language	standard_language	contemporary	china	foundation	NPC_LANGUAGE;MOE_LANGUAGE_2026	2026-08-06	2026-08-06	qtype::definition
lang-standard-002	普通话的标准音以哪里的语音为基础？	Which pronunciation forms the basis of standard Putonghua?	北京语音。	Beijing pronunciation.	这说明普通话有明确的语音规范，但不表示北京所有地方口音都等同于标准普通话。	This gives Putonghua a defined pronunciation standard, but it does not mean every local Beijing accent is identical to standard Putonghua.	language	standard_language	contemporary	beijing	foundation	NPC_LANGUAGE	2026-08-06	2026-08-06	qtype::direct
lang-varieties-003	为什么把汉语的所有地方变体简单称为英语意义上的“方言”可能产生误解？	Why can calling all Chinese varieties “dialects” in the English sense be misleading?	因为有些变体在口语上不能互相听懂。	Because some varieties are not mutually intelligible in speech.	“方言”是中国常用的传统分类词，但汉语内部的语音、词汇和语法差异有时很大。	Fangyan is the traditional Chinese classification, but differences in sound, vocabulary, and grammar can be substantial.	language	language_varieties	contemporary	china	intermediate	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::qualification
lang-varieties-004	汉语中使用人数最多的方言群是什么？	Which Chinese language group has the largest number of speakers?	官话，也叫北方话或普通话所属的汉语群。	Mandarin, also called the Northern group to which Putonghua belongs.	官话内部也有明显地区差异，标准普通话只是其中经过规范化的共同语。	Mandarin itself has major regional differences; standard Putonghua is a codified common language within that broader group.	language	language_varieties	contemporary	china	foundation	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::direct
lang-varieties-005	粤语主要和中国哪些地区联系在一起？	With which regions of China is Cantonese chiefly associated?	广东、广西部分地区以及香港、澳门。	Guangdong, parts of Guangxi, Hong Kong, and Macao.	粤语属于汉语的一大方言群，在海外华人社区也有长期影响。	Cantonese is a major Chinese variety and has also had a long influence in overseas Chinese communities.	language	language_varieties	contemporary	south_china	foundation	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::region
lang-varieties-006	吴语常与哪座大城市及其周边地区联系在一起？	Which major city and surrounding region are commonly associated with Wu Chinese?	上海以及江苏南部、浙江一带。	Shanghai and parts of southern Jiangsu and Zhejiang.	上海话是吴语中最知名的城市变体之一，但吴语内部同样具有多样性。	Shanghainese is one of the best-known urban Wu varieties, but Wu itself is internally diverse.	language	language_varieties	contemporary	east_china	foundation	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::region
lang-varieties-007	闽语主要起源于哪个沿海省份？	In which coastal province did Min Chinese chiefly originate?	福建省。	Fujian Province.	闽语包括多个差异明显的分支，并随着移民传播到台湾和东南亚等地。	Min includes several substantially different branches and spread with migration to Taiwan and Southeast Asia.	language	language_varieties	contemporary	fujian	foundation	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::region
lang-varieties-008	“客家话”中的“客家”反映了什么历史特点？	What historical feature is reflected in the name Hakka?	它与多次迁移形成的客家群体有关。	It is associated with Hakka communities shaped by repeated migration.	客家话分布在广东、福建、江西等地，也随迁移传播到海外。	Hakka is spoken in parts of Guangdong, Fujian, Jiangxi, and elsewhere, and also spread overseas through migration.	language	language_varieties	contemporary	south_china	intermediate	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::significance
lang-writing-009	不同汉语变体的使用者为什么常能共享书面文本？	Why can speakers of different Chinese varieties often share written texts?	因为现代标准书面汉语提供了共同的书写规范。	Because modern standard written Chinese provides a shared written norm.	共同书写不等于所有人的口语相同；同一个汉字词在不同变体中可以有不同读音。	Shared writing does not make everyone’s speech the same; the same written word may be pronounced differently across varieties.	language	writing_system	contemporary	china	foundation	NPC_LANGUAGE;LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::why
lang-script-010	简体字和繁体字最主要的区别是什么？	What is the principal difference between simplified and traditional Chinese characters?	部分汉字的标准字形不同。	The standard written forms of some characters differ.	两套字形记录的语言高度相关；“简体”和“繁体”主要指字形体系，而不是两种独立语言。	The two scripts encode closely related language; “simplified” and “traditional” primarily describe character forms, not separate languages.	language	writing_system	contemporary	china	foundation	NPC_LANGUAGE;LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::comparison
lang-script-011	中国大陆公共生活中通常使用哪套汉字规范？	Which character standard is normally used in public life in mainland China?	规范简化字。	Standardized simplified characters.	国家通用语言文字制度规范普通话和规范汉字在教育、公共服务等领域的使用。	The national common-language system standardizes Putonghua and standard characters in education, public services, and other fields.	language	writing_system	contemporary	mainland_china	foundation	NPC_LANGUAGE;MOE_LANGUAGE_2026	2026-08-06	2026-08-06	qtype::direct
lang-script-012	繁体字今天在哪些中国地区仍是主要书写形式？	In which Chinese regions are traditional characters still the principal written form today?	香港、澳门和台湾。	Hong Kong, Macao, and Taiwan.	具体用字规范并不完全相同，因此“繁体字”也包含地区差异。	Exact character standards differ, so “traditional characters” also encompass regional variation.	language	writing_system	contemporary	greater_china	foundation	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::region
lang-pinyin-013	汉语拼音的主要作用是什么？	What is the main purpose of Hanyu Pinyin?	用拉丁字母标注普通话读音。	To represent Putonghua pronunciation with the Latin alphabet.	拼音用于识字教育、词典排序和输入法等，但通常不取代汉字作为主要书写系统。	Pinyin is used in literacy teaching, dictionary ordering, and input methods, but it normally does not replace characters as the main script.	language	pinyin	contemporary	china	foundation	NPC_LANGUAGE;MOE_LANGUAGE_2026	2026-08-06	2026-08-06	qtype::function
lang-pinyin-014	拼音中的声调符号为什么重要？	Why are tone marks important in Pinyin?	因为声调可以区别词义。	Because tone can distinguish meaning.	相同的声母和韵母配上不同声调，可能对应不同的字和词。	The same initial and final with different tones may correspond to different characters and words.	language	phonology	contemporary	china	foundation	NPC_LANGUAGE	2026-08-06	2026-08-06	qtype::why
lang-pinyin-015	普通话通常怎样计算声调？	How are tones conventionally counted in Putonghua?	四个主要声调，另有轻声。	Four main tones, plus a neutral tone.	实际语流中还会出现变调，因此词典标音和连续说话的表面声调不总是完全一样。	Tone sandhi also occurs in connected speech, so dictionary tones and surface tones in a phrase are not always identical.	language	phonology	contemporary	china	foundation	NPC_LANGUAGE	2026-08-06	2026-08-06	qtype::count
lang-characters-016	一个汉字通常与语言中的什么单位相联系？	What linguistic unit does one Chinese character usually correspond to?	一个音节和一个语素。	A syllable and a morpheme.	这只是常见规律：有些语素要和别的字组合成词，同一个字也可能有不同读音或意义。	This is a general pattern: some morphemes form words only in combination, and one character may have multiple readings or meanings.	language	characters	contemporary	china	intermediate	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::definition
lang-characters-017	汉字中的“部首”常用于什么？	What are radicals in Chinese characters commonly used for?	组织和检索汉字。	To organize and look up characters.	部首常提供意义类别的线索，但它不一定等于整个字的完整意义。	A radical often hints at a semantic category, but it does not necessarily give the character’s full meaning.	language	characters	traditional	china	foundation	MET_CALLIGRAPHY	2026-08-06	2026-08-06	qtype::function
lang-characters-018	形声字通常由哪两类线索组成？	What two kinds of clues typically make up a phonetic-semantic character?	意义线索和读音线索。	A meaning clue and a sound clue.	形旁大致提示意义领域，声旁大致提示读音；历史语音变化会使声旁线索不完全准确。	The semantic component suggests a meaning field and the phonetic component suggests sound; historical sound change can make the clue imperfect.	language	characters	traditional	china	intermediate	MET_CALLIGRAPHY	2026-08-06	2026-08-06	qtype::structure
lang-characters-019	象形字是否构成现代常用汉字的大多数？	Do pictographic characters make up most commonly used Chinese characters today?	不是。	No.	象形是最容易看出的造字方式之一，但大量汉字属于形声结构或其他类型。	Pictography is one of the most visually recognizable principles, but many characters are phonetic-semantic compounds or other types.	language	characters	traditional	china	foundation	MET_CALLIGRAPHY	2026-08-06	2026-08-06	qtype::misconception
lang-register-020	文言文和现代白话文的主要差别是什么？	What is the principal difference between Classical Chinese and modern vernacular Chinese?	文言文依照古代书面传统，白话文更接近现代口语语法和词汇。	Classical Chinese follows older literary conventions, while the vernacular is closer to modern spoken grammar and vocabulary.	二十世纪以来，白话文成为现代教育和出版的主要书面形式，但文言传统仍影响成语、文学和正式表达。	Since the twentieth century, the vernacular has dominated education and publishing, while Classical Chinese still influences idioms, literature, and formal expression.	language	register	modern	china	intermediate	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::comparison
lang-register-021	“白话文运动”推动了什么变化？	What change did the vernacular-language movement promote?	推动白话文代替文言文成为现代公共写作的主要形式。	It promoted vernacular Chinese over Classical Chinese as the main form of modern public writing.	这一变化与二十世纪初的教育、文学和社会改革相联系，也扩大了现代读写教育的基础。	The change was tied to early twentieth-century educational, literary, and social reform and broadened the basis of modern literacy.	language	register	modern	china	intermediate	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::change
lang-grammar-022	汉语量词为什么常出现在数词和名词之间？	Why do measure words commonly appear between numerals and nouns in Chinese?	它们把所数的事物按语法或意义类别连接起来。	They link the counted item through a grammatical or semantic classifier.	例如“一本书”的“本”是量词；不同名词可能选择不同量词，也有通用量词“个”。	In yi ben shu, ben is the classifier for a bound volume; nouns may select different classifiers, while ge is broadly general.	language	grammar	contemporary	china	foundation	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::why
lang-names-023	现代汉语人名通常把姓放在什么位置？	Where is the family name normally placed in a modern Chinese personal name?	名字前面。	Before the given name.	例如“王小明”中“王”通常是姓，“小明”是名；跨语言使用时有些人会采用不同顺序。	In Wang Xiaoming, Wang is normally the surname and Xiaoming the given name; some people use a different order across languages.	language	personal_names	contemporary	china	foundation	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::order
lang-loanwords-024	现代汉语怎样处理许多外国专名？	How does modern Chinese handle many foreign proper names?	用汉字按读音音译，有时也结合意义翻译。	By phonetic transcription in characters, sometimes combined with translation by meaning.	例如国家名、人名和品牌名会在音近、字义和使用习惯之间作选择，因此不同名称的处理方式并不统一。	Country, personal, and brand names balance sound, character meaning, and convention, so there is no single method for every name.	language	loanwords	contemporary	china	intermediate	MOE_LANGUAGE_2026	2026-08-06	2026-08-06	qtype::process
lang-writing-025	汉字为什么能在读音不同的汉语社区之间发挥共同书写作用？	Why can Chinese characters provide a shared written medium across communities with different pronunciations?	因为字形主要记录词素和意义单位，而不是只记录一种地方读音。	Because the script primarily records morphemes and units of meaning rather than only one local pronunciation.	这种共同性有助于跨地区阅读，但不能消除词汇、语法、语体和识字传统上的差别。	This commonality supports cross-regional reading, but it does not erase differences in vocabulary, grammar, register, or literacy tradition.	language	writing_system	contemporary	china	advanced	NPC_LANGUAGE;LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::why
sci-paper-001	造纸术在中国技术史上的重要性是什么？	Why is papermaking important in the history of Chinese technology?	它使适合书写的材料更轻便、更容易大量生产。	It made writing material lighter and easier to produce in quantity.	东汉时期蔡伦与造纸改进密切相关，但纸的早期发展是一个长期过程，不能说由一个人在一天内突然发明。	Cai Lun is closely associated with improvements under the Eastern Han, but early paper developed over time and was not suddenly invented by one person on one day.	science_technology_environment	ancient_technology	han	china	foundation	LOC_CHINA_STUDY;MET_CHINA_EARLY	2026-08-06	2026-08-06	qtype::significance
sci-printing-002	雕版印刷怎样改变了中国的文字传播？	How did woodblock printing change the circulation of texts in China?	它能从刻好的整版重复印出许多副本。	It enabled many copies to be printed repeatedly from a carved block.	唐宋时期印刷推动了佛经、经典、历书和其他文本的传播，也支持了规模更大的出版文化。	During the Tang and Song periods, printing spread Buddhist texts, classics, calendars, and other works and supported a larger publishing culture.	science_technology_environment	ancient_technology	tang_song	china	foundation	MET_CHINA_MEDIEVAL;LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::change
sci-printing-003	北宋毕昇与哪项印刷创新有关？	With which printing innovation is Bi Sheng associated?	活字印刷。	Movable-type printing.	活字可以重新排列使用，但在拥有大量汉字的书写体系中，制作、分类和排版也很复杂；雕版印刷仍长期存在。	Movable type could be rearranged, but producing, sorting, and setting many Chinese characters was complex, so woodblock printing remained important.	science_technology_environment	ancient_technology	song	china	intermediate	MET_CHINA_MEDIEVAL;LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::association
sci-gunpowder-004	火药最早在中国的发展与哪类实验有关？	What kind of experiments were linked to the early development of gunpowder in China?	炼丹和化学材料实验。	Alchemy and experiments with chemical materials.	火药后来用于烟火、信号和武器；其用途与配方在多个世纪中逐步发展。	Gunpowder was later used for fireworks, signalling, and weapons; its formulas and uses developed across centuries.	science_technology_environment	ancient_technology	tang_song	china	foundation	LOC_CHINA_STUDY;MET_CHINA_MEDIEVAL	2026-08-06	2026-08-06	qtype::origin
sci-compass-005	磁罗盘对中国和世界航海史有什么作用？	What role did the magnetic compass play in Chinese and world maritime history?	它帮助人们在看不清地标或星空时判断方向。	It helped navigators determine direction when landmarks or stars were unclear.	中国较早记录了磁性指向知识和航海罗盘的使用，相关知识后来跨地区传播并继续发展。	China recorded magnetic direction-finding and maritime compass use early; related knowledge later circulated and developed across regions.	science_technology_environment	ancient_technology	song	china	foundation	LOC_CHINA_STUDY;MET_CHINA_MEDIEVAL	2026-08-06	2026-08-06	qtype::function
sci-inventions-006	谈论中国古代“四大发明”时应避免什么过度简化？	What oversimplification should be avoided when discussing China’s “Four Great Inventions”?	不要把长期、多人和跨地区的发展讲成四个孤立的瞬间。	Do not turn long, collective, and cross-regional developments into four isolated moments.	造纸、印刷、火药和罗盘是重要概括，但每项技术都有多阶段发展、不同用途和后来的跨文化交流。	Papermaking, printing, gunpowder, and the compass are useful headings, but each had multiple stages, uses, and later cross-cultural exchange.	science_technology_environment	history_of_science	imperial	china	advanced	LOC_CHINA_STUDY;MET_CHINA_MEDIEVAL	2026-08-06	2026-08-06	qtype::qualification
sci-space-007	中国国家航天局的英文缩写是什么？	What is the English abbreviation for the China National Space Administration?	CNSA。	CNSA.	中国航天还包括载人航天等多个组织体系，因此CNSA并不是所有航天活动的唯一机构。	China’s space sector also includes separate systems for human spaceflight and other activities, so CNSA is not the sole organization behind every mission.	science_technology_environment	space_program	contemporary	china	foundation	CNSA_SPACE_2021	2026-08-06	2026-08-06	qtype::abbreviation
sci-space-008	“嫦娥”系列任务主要探索哪个天体？	Which celestial body is the main target of the Chang’e mission series?	月球。	The Moon.	这一系列以中国神话中的月亮人物嫦娥命名，包括环绕、着陆、巡视和采样返回任务。	Named for the lunar figure Chang’e in Chinese mythology, the series includes orbiting, landing, roving, and sample-return missions.	science_technology_environment	space_program	contemporary	moon	foundation	CNSA_SPACE_2021	2026-08-06	2026-08-06	qtype::direct
sci-space-009	嫦娥4号任务创造了哪项月球探测纪录？	What lunar-exploration first was achieved by Chang’e 4?	首次在月球背面实现软着陆。	The first soft landing on the far side of the Moon.	月球背面不能与地球直接无线电通信，因此任务使用了中继卫星支持通信。	The lunar far side lacks direct radio line-of-sight to Earth, so the mission used a relay satellite for communications.	science_technology_environment	space_program	contemporary	moon	intermediate	CNSA_SPACE_2021	2026-08-06	2026-08-06	qtype::first
sci-space-010	嫦娥5号在2020年完成了什么任务？	What did Chang’e 5 accomplish in 2020?	从月球取样并把样品送回地球。	It collected lunar samples and returned them to Earth.	这是中国首次地外天体采样返回任务，为实验室研究提供了新的月球材料。	It was China’s first sample-return mission from an extraterrestrial body and supplied new lunar material for laboratory study.	science_technology_environment	space_program	contemporary	moon	foundation	CNSA_SPACE_2021	2026-08-06	2026-08-06	qtype::mission as_of::2020
sci-space-011	“天问1号”主要探测哪个行星？	Which planet was the primary target of Tianwen 1?	火星。	Mars.	任务包括环绕器、着陆器和祝融号火星车，使中国完成了首次独立火星探测任务。	The mission included an orbiter, lander, and Zhurong rover, completing China’s first independent Mars exploration mission.	science_technology_environment	space_program	contemporary	mars	foundation	CNSA_SPACE_2021	2026-08-06	2026-08-06	qtype::direct
sci-space-012	“天宫”在当代中国航天中指什么？	What does Tiangong refer to in contemporary Chinese spaceflight?	中国在近地轨道建设的空间站。	China’s space station in low Earth orbit.	它由核心舱和实验舱等部分组成，支持航天员驻留和在轨科学实验。	It consists of a core module and laboratory modules and supports crewed stays and scientific experiments in orbit.	science_technology_environment	space_program	contemporary	low_earth_orbit	foundation	CNSA_SPACE_2021	2026-08-06	2026-08-06	qtype::definition
sci-space-013	北斗卫星导航系统提供哪些基本服务？	What basic services does the BeiDou Navigation Satellite System provide?	定位、导航和授时。	Positioning, navigation, and timing.	北斗是中国建设的全球卫星导航系统，也提供短报文通信等特色服务。	BeiDou is a global satellite-navigation system built by China and also offers distinctive services such as short-message communication.	science_technology_environment	satellite_navigation	contemporary	global	foundation	BEIDOU_SYSTEM	2026-08-06	2026-08-06	qtype::function
sci-space-014	“神舟”系列飞船的主要用途是什么？	What is the main purpose of the Shenzhou spacecraft series?	执行中国载人航天任务。	To carry out China’s human-spaceflight missions.	神舟飞船把航天员送入轨道，并在天宫空间站任务中承担人员往返功能。	Shenzhou spacecraft carry astronauts to orbit and provide crew transport for Tiangong space-station missions.	science_technology_environment	space_program	contemporary	low_earth_orbit	foundation	CNSA_SPACE_2021	2026-08-06	2026-08-06	qtype::function
sci-hsr-015	中国高速铁路建设的一个主要社会经济作用是什么？	What is one major socioeconomic effect of China’s high-speed rail construction?	缩短大城市和地区之间的旅行时间。	It reduces travel time between major cities and regions.	更快、更可靠的铁路连接可扩大就业和商业联系，但收益取决于线路需求、接驳和地方发展条件。	Faster, more reliable rail can widen employment and business links, but benefits depend on demand, feeder connections, and local development conditions.	science_technology_environment	infrastructure	contemporary	china	foundation	WB_HSR	2026-08-06	2026-08-06	qtype::significance
sci-hsr-016	高速铁路为什么可能改变沿线城市的经济地理？	Why can high-speed rail change the economic geography of cities along a route?	它改变了人员、企业和服务可到达彼此的时间成本。	It changes the time cost for people, firms, and services to reach one another.	可达性提高可能带来旅游、投资和劳动力流动，但效益不会自动平均分配给每个城市。	Improved accessibility may support tourism, investment, and labour mobility, but benefits are not automatically distributed equally among cities.	science_technology_environment	infrastructure	contemporary	china	intermediate	WB_HSR	2026-08-06	2026-08-06	qtype::why
sci-hsr-017	评估高速铁路项目时，除了最高速度还应考虑什么？	Besides top speed, what should be considered when evaluating a high-speed rail project?	客流需求、建设与运营成本、接驳、票价和区域效益。	Demand, construction and operating costs, connections, fares, and regional benefits.	交通基础设施的价值来自整个网络和长期使用，而不是单独一项技术指标。	The value of transport infrastructure comes from the whole network and long-term use, not one technical metric alone.	science_technology_environment	infrastructure	contemporary	china	advanced	WB_HSR	2026-08-06	2026-08-06	qtype::evaluation
sci-dam-018	三峡工程位于哪条河流上？	On which river is the Three Gorges Project located?	长江。	The Yangtze River.	工程具有发电、防洪和航运功能，同时也带来移民、生态和泥沙管理等长期问题。	The project serves power generation, flood control, and navigation, while also creating long-term resettlement, ecological, and sediment-management issues.	science_technology_environment	infrastructure	contemporary	yangtze	foundation	MEE_GEOGRAPHY;WB_WATER	2026-08-06	2026-08-06	qtype::location
sci-water-019	南水北调工程试图缓解什么地理问题？	What geographic problem is the South–North Water Transfer Project intended to ease?	中国北方水资源相对短缺，而南方部分流域水量较多。	Northern China is relatively water-scarce while parts of the south have more water.	工程通过多条线路跨流域调水，但不能代替节水、污染治理和地下水管理。	The project transfers water between basins along several routes, but it cannot substitute for conservation, pollution control, and groundwater management.	science_technology_environment	water_infrastructure	contemporary	china	intermediate	WB_WATER;MEE_GEOGRAPHY	2026-08-06	2026-08-06	qtype::purpose
sci-urban-020	快速城市化为什么要求城市基础设施同步扩张？	Why does rapid urbanization require urban infrastructure to expand at the same time?	新增城市人口需要住房、交通、供水、卫生、能源和公共服务。	Additional urban residents need housing, transport, water, sanitation, energy, and public services.	如果土地、财政和服务规划不同步，城市增长可能加剧拥堵、污染和社会不平等。	If land, finance, and service planning fall out of step, urban growth can worsen congestion, pollution, and inequality.	science_technology_environment	urban_infrastructure	contemporary	china	foundation	WB_URBAN	2026-08-06	2026-08-06	qtype::why
sci-ports-021	沿海港口和物流网络怎样支持中国制造业？	How do coastal ports and logistics networks support Chinese manufacturing?	它们把进口原料、国内供应链和出口市场连接起来。	They connect imported inputs, domestic supply chains, and export markets.	港口效率只是制造竞争力的一部分，企业集群、铁路公路、海关和市场需求也很重要。	Port efficiency is only part of manufacturing competitiveness; industrial clusters, inland transport, customs, and demand also matter.	science_technology_environment	infrastructure	contemporary	coastal_china	intermediate	WB_CHINA_OVERVIEW;WTO_CHINA	2026-08-06	2026-08-06	qtype::function
sci-grid-022	远距离特高压输电对中国能源系统有什么作用？	What role does long-distance ultra-high-voltage transmission play in China’s energy system?	把西部和北部能源基地的电力送往主要用电地区。	It carries electricity from western and northern energy bases to major demand centres.	远距离电网有助于整合煤电、水电、风电和太阳能，但也需要复杂的调度和地方电网投资。	Long-distance grids help integrate coal, hydro, wind, and solar power but require complex dispatch and investment in local networks.	science_technology_environment	power_grid	contemporary	china	advanced	IEA_CHINA_ENERGY	2026-08-06	2026-08-06	qtype::function
sci-solar-023	中国在全球太阳能光伏产业链中扮演什么角色？	What role does China play in the global solar photovoltaic supply chain?	它是主要制造中心，覆盖多种关键生产环节。	It is a major manufacturing centre across several key production stages.	规模化生产帮助降低全球光伏成本，但供应集中也引发贸易、产业安全和多元化讨论。	Large-scale production helped lower global PV costs, while concentrated supply also prompts debate about trade, industrial security, and diversification.	science_technology_environment	clean_technology	contemporary	china	intermediate	IEA_SOLAR	2026-08-06	2026-08-06	qtype::significance
sci-solar-024	为什么太阳能装机容量不能直接等同于实际发电量？	Why is installed solar capacity not the same as actual electricity generation?	因为发电量还受日照、设备利用率、限电和电网条件影响。	Because output also depends on sunlight, utilization, curtailment, and grid conditions.	容量以设备额定功率衡量，发电量则是在一段时间内真正生产的电能。	Capacity measures rated equipment power, whereas generation is the electricity actually produced over time.	science_technology_environment	energy_literacy	contemporary	china	intermediate	IEA_SOLAR;IEA_CHINA_ENERGY	2026-08-06	2026-08-06	qtype::comparison
sci-wind-025	中国大型风电和太阳能基地为什么常建在北部和西部？	Why are many of China’s large wind and solar bases built in the north and west?	那里有较好的风能、日照和可用土地资源。	Those regions have strong wind, sunlight, and available land resources.	主要用电中心多在东部，因此跨地区输电、储能和灵活电源对消纳这些电力很重要。	Many demand centres are in the east, making interregional transmission, storage, and flexible generation important for using the power.	science_technology_environment	clean_energy	contemporary	western_china	intermediate	IEA_CHINA_ENERGY	2026-08-06	2026-08-06	qtype::why
sci-ev-026	中国为什么是全球电动汽车转型中的关键市场？	Why is China a pivotal market in the global transition to electric vehicles?	它拥有巨大的国内销量、制造能力和电池供应链。	It combines very large domestic sales, manufacturing capacity, and battery supply chains.	政策支持、城市市场、充电网络和企业竞争共同推动增长；市场结果也会随补贴、价格和贸易政策变化。	Policy support, urban markets, charging networks, and company competition drive growth; outcomes also change with subsidies, prices, and trade policy.	science_technology_environment	electric_vehicles	contemporary	china	intermediate	IEA_EV_2026	2026-08-06	2026-08-06	qtype::why as_of::2026
sci-battery-027	锂离子电池产业为什么与电动汽车和可再生能源都有关？	Why is the lithium-ion battery industry relevant to both electric vehicles and renewable energy?	电池既能驱动车辆，也能储存电网电能。	Batteries can both power vehicles and store electricity for the grid.	车辆电池强调能量密度和安全，电网储能更重视循环寿命、成本和系统服务，需求并不完全相同。	Vehicle batteries emphasize energy density and safety, while grid storage values cycle life, cost, and system services; their needs are not identical.	science_technology_environment	energy_storage	contemporary	china	intermediate	IEA_EV_2026;IEA_CHINA_ENERGY	2026-08-06	2026-08-06	qtype::connection
sci-minerals-028	中国在稀土供应链中的优势主要不只来自采矿，还来自什么？	Beyond mining, what is a major source of China’s strength in rare-earth supply chains?	分离、加工和磁体制造能力。	Separation, processing, and magnet manufacturing capacity.	稀土并不是地壳中极端稀少的一组元素，难点常在经济可采矿床、复杂加工和环境成本。	Rare earths are not exceptionally scarce in the crust; challenges often lie in economic deposits, complex processing, and environmental costs.	science_technology_environment	critical_minerals	contemporary	china	advanced	USGS_CHINA_MINERALS_2026	2026-08-06	2026-08-06	qtype::significance as_of::2026
sci-minerals-029	为什么“一个国家拥有某种矿产储量”不等于它能立即供应大量精炼产品？	Why does having reserves of a mineral not mean a country can immediately supply large amounts of refined product?	开采、选矿、冶炼、加工、技术和许可都是独立环节。	Mining, concentration, refining, processing, technology, and permitting are separate stages.	关键矿产供应链要看矿石质量、成本、基础设施、环境规则和加工能力，而不只看地下储量。	Critical-mineral supply chains depend on ore quality, cost, infrastructure, environmental rules, and processing capacity, not reserves alone.	science_technology_environment	critical_minerals	contemporary	china	advanced	USGS_CHINA_MINERALS_2026	2026-08-06	2026-08-06	qtype::qualification as_of::2026
sci-telecom-030	移动通信网络怎样支持中国的数字经济？	How do mobile communications networks support China’s digital economy?	它们为移动支付、电商、云服务和联网设备提供数据连接。	They provide data connectivity for mobile payments, e-commerce, cloud services, and connected devices.	网络覆盖本身不保证所有人同等受益；设备成本、数字技能、竞争和数据治理也会影响结果。	Network coverage alone does not guarantee equal benefits; device cost, digital skills, competition, and data governance also shape outcomes.	science_technology_environment	digital_infrastructure	contemporary	china	foundation	NBS_YEARBOOK_2025;WB_CHINA_OVERVIEW	2026-08-06	2026-08-06	qtype::function as_of::2025
